tax_sp_level,nbe_occ_gbif,nbe_loc_gbif,list_continents_gbif
Neolemonniera clitandrifolia,22,10,AFRICA
Marattia fraxinea,NA,NA,NA
Nervilia subintegra,6,5,AFRICA
Aspilia helianthoides,82,51,AFRICA
Yufa azaguieanum,NA,NA,NA
Adiantum incisum,71,51,AFRICA
Hemionitis kirkii,NA,NA,NA
Syzygium guineense,90,68,AFRICA
Begonia annobonensis,9,4,AFRICA
Begonia longipetiolata,198,69,AFRICA
Begonia polygonoides,48,30,AFRICA
Begonia potamophila,59,27,AFRICA
Clematis hirsuta,142,83,"AFRICA, ASIA"
Platycoryne buchananiana,24,19,AFRICA
Holothrix papillosa,9,5,AFRICA
Holothrix arachnoidea,4,2,AFRICA
Otiophora scabra,93,55,AFRICA
Gleichenia polypodioides,22,10,AFRICA
Dracaena acaulis,18,10,"AFRICA, EUROPE"
Searsia pyroides,64,48,AFRICA
Bertiera subsessilis,77,38,AFRICA
Paropsiopsis decandra,70,16,AFRICA
Memecylon candidum,42,13,AFRICA
Maesobotrya klaineana,135,59,AFRICA
Dracaena braunii,111,26,"AFRICA, EUROPE"
Lavigeria macrocarpa,64,25,AFRICA
Marantochloa cordifolia,48,19,AFRICA
Ochthocharis dicellandroides,84,53,AFRICA
Pauridiantha crystallina,16,10,AFRICA
Amphiblemma hallei,10,3,AFRICA
Begonia ampla,123,57,AFRICA
Begonia sessilifolia,196,84,AFRICA
Begonia lacunosa,98,39,AFRICA
Garcinia gabonensis,25,10,AFRICA
Brazzeia soyauxii,71,38,AFRICA
Dioncophyllum thollonii,38,23,AFRICA
Dacryodes igaganga,34,19,AFRICA
Pauridiantha mayumbensis,94,45,AFRICA
Begonia elatostemmoides,124,71,AFRICA
Diplazium welwitschii,57,28,AFRICA
Zeyherella mayumbensis,35,17,AFRICA
Rutidea decorticata,67,36,AFRICA
Paspalum lamprocaryon,83,56,AFRICA
Chytranthus cauliflorus,37,16,AFRICA
Pycnocoma macrophylla,86,37,AFRICA
Desmostachys tenuifolius,142,60,AFRICA
Begonia aspleniifolia,0,NA,NA
Rytigynia robusta,NA,NA,NA
Trichomanes erosum,48,39,AFRICA
Synsepalum congolense,3,2,AFRICA
Ocotea gabonensis,15,8,AFRICA
Anthonotha stipulacea,37,17,AFRICA
Begonia hirsutula,226,102,AFRICA
Coffea mayombensis,99,45,AFRICA
Maesobotrya griffoniana,100,43,AFRICA
Gilbertiodendron klainei,24,10,AFRICA
Balanites wilsoniana,15,11,AFRICA
Cola digitata,137,61,AFRICA
Hymenostegia klainei,51,21,AFRICA
Zeuxine stammleri,22,10,AFRICA
Dischistocalyx hirsutus,77,46,AFRICA
Calycobolus acuminatus,125,59,AFRICA
Diospyros simulans,137,49,AFRICA
Warneckea sapinii,26,15,AFRICA
Memecylon afzelii,36,23,AFRICA
Memecylon calophyllum,9,5,AFRICA
Schumanniophyton magnificum,115,55,AFRICA
Brillantaisia debilis,30,19,AFRICA
Begonia scutifolia,73,41,AFRICA
Chytranthus talbotii,52,26,AFRICA
Argomuellera sessilifolia,1,1,AFRICA
Piptostigma glabrescens,39,8,AFRICA
Drypetes capillipes,62,34,AFRICA
Pseudosabicea sthenula,17,9,AFRICA
Begonia mildbraedii,65,46,AFRICA
Didymosalpinx konguensis,1,1,
Trichostachys longifolia,26,13,AFRICA
Psychotria humifera,NA,NA,NA
Dicranolepis soyauxii,64,31,AFRICA
Pavetta tetramera,76,40,AFRICA
Psychotria anthocleistifolia,NA,NA,NA
Efulensia clematoides,149,71,AFRICA
Aphanocalyx heitzii,86,25,AFRICA
Baphiopsis parviflora,91,36,AFRICA
Peperomia bangroana,18,14,AFRICA
Psychotria brandneriana,1,1,AFRICA
Memecylon macrodendron,20,14,AFRICA
Haplocoelum gabonicum,24,10,AFRICA
Chazaliella bialata,NA,NA,NA
Utsetela neglecta,21,8,AFRICA
Ancistrocarpus densispinosus,131,63,AFRICA
Chytranthus edulis,16,8,AFRICA
Rhabdophyllum letestui,58,31,AFRICA
Engomegoma gordonii,30,18,AFRICA
Piptostigma macranthum,19,7,AFRICA
Carpolobia gossweileri,49,12,AFRICA
Bikinia le-testui,191,59,AFRICA
Diospyros cinnabarina,137,49,AFRICA
Cleistanthus itsoghensis,17,6,AFRICA
Garcinia preussii,43,15,AFRICA
Dacryodes heterotricha,24,11,AFRICA
Aubletiana macrostachys,50,15,AFRICA
Endodesmia calophylloides,101,43,AFRICA
Drypetes spinosodentata,39,11,AFRICA
Plagiosiphon emarginatus,111,49,AFRICA
Pancovia laurentii,39,19,AFRICA
Garcinia obliqua,6,3,AFRICA
Cleistanthus gabonensis,35,20,AFRICA
Dacryodes edulis,141,69,AFRICA
Duguetia dilabens,11,2,AFRICA
Cleistanthus ngounyensis,10,5,AFRICA
Plagiosiphon gabonensis,59,28,AFRICA
Baphia leptostemma,81,44,AFRICA
Anisophyllea myriosticta,17,9,AFRICA
Drypetes gabonensis,33,11,AFRICA
Sibangea arborescens,73,28,AFRICA
Napoleonaea gabonensis,5,3,AFRICA
Diospyros sanza-minika,110,40,AFRICA
Vepris soyauxii,14,8,AFRICA
Beilschmiedia dinklagei,9,5,AFRICA
Aidia ochroleuca,126,46,AFRICA
Hymenostegia pellegrinii,93,37,AFRICA
Isolona zenkeri,53,21,AFRICA
Meiocarpidium lepidotum,100,32,AFRICA
Pogonophora letouzeyi,55,19,AFRICA
Diospyros piscatoria,107,48,AFRICA
Tetraberlinia longiracemosa,64,15,AFRICA
Cola ballayi,10,7,AFRICA
Calpocalyx klainei,47,19,AFRICA
Didelotia africana,53,20,AFRICA
Duguetia confinis,49,18,AFRICA
Duguetia staudtii,90,43,AFRICA
Phyllocosmus calothyrsus,5,5,AFRICA
Diospyros melocarpa,24,12,AFRICA
Warneckea pulcherrima,18,12,AFRICA
Polyceratocarpus pellegrinii,13,5,AFRICA
Anthonotha brieyi,32,13,AFRICA
Lychnodiscus brevibracteatus,5,3,AFRICA
Beilschmiedia calcitranthera,1,1,AFRICA
Isomacrolobium triplisomere,20,6,AFRICA
Calpocalyx dinklagei,148,55,AFRICA
Trichoscypha oddonii,75,28,AFRICA
Chlamydocola chlamydantha,79,22,AFRICA
Duguetia barteri,23,7,AFRICA
Englerodendron conchyliophorum,19,10,AFRICA
Spathandra blakeoides,89,48,AFRICA
Diospyros zenkeri,89,43,AFRICA
Cleistanthus bambidianus,14,4,AFRICA
Bikinia grisea,55,20,AFRICA
Cryptosepalum pellegrinianum,17,9,AFRICA
Cola hispida,39,15,AFRICA
Bikinia pellegrinii,107,40,AFRICA
Polyceratocarpus parviflorus,32,15,AFRICA
Anisophyllea polyneura,42,21,AFRICA
Angylocalyx oligophyllus,159,70,AFRICA
Sibangea similis,61,18,AFRICA
Napoleonaea imperialis,10,7,"NORTH_AMERICA, AFRICA"
Nothospondias staudtii,30,14,AFRICA
Lecomtedoxa nogo,6,3,AFRICA
Xylopia mildbraedii,17,5,AFRICA
Rothmannia lateriflora,86,48,AFRICA
Anisophyllea purpurascens,110,52,AFRICA
Diospyros fragrans,93,46,AFRICA
Anthonotha trunciflora,49,15,AFRICA
Magnistipula bimarsupiata,5,3,AFRICA
Gilbertiodendron diphyllum,NA,NA,NA
Hymenostegia floribunda,53,18,AFRICA
Diospyros boala,17,12,AFRICA
Anisophyllea sororia,16,11,AFRICA
Diospyros vermoesenii,12,7,AFRICA
Soyauxia glabrescens,25,9,AFRICA
Eriocoelum oblongum,16,6,AFRICA
Xylopia le-testui,31,18,AFRICA
Magnistipula cupheiflora,15,7,AFRICA
Rothmannia macrocarpa,55,17,AFRICA
Dialium tessmannii,45,24,AFRICA
Cola altissima,10,8,AFRICA
Gilbertiodendron brachystegioides,47,20,AFRICA
Cola ficifolia,31,15,AFRICA
Dialium lopense,51,18,AFRICA
Cola rostrata,31,15,AFRICA
Tieghemella africana,34,19,AFRICA
Guibourtia arnoldiana,15,11,AFRICA
Octoknema genovefae,15,8,AFRICA
Pachystela buluensis,17,NA,NA
Pierreodendron africanum,4,4,AFRICA
Diospyros obliquifolia,34,21,AFRICA
Diospyros rabiensis,16,7,AFRICA
Trichoscypha patens,91,39,AFRICA
Dactyladenia floretii,27,10,AFRICA
Crudia harmsiana,13,6,AFRICA
Carapa parviflora,91,22,AFRICA
Dactyladenia bellayana,36,17,AFRICA
Plesiatropha paniculata,44,19,AFRICA
Carapa hygrophila,17,9,AFRICA
Englerophytum stelechantha,38,17,AFRICA
Aporrhiza urophylla,100,37,AFRICA
Nuxia oppositifolia,27,17,"AFRICA, ASIA"
Cephalaria katangensis,3,3,AFRICA
Setaria sagittifolia,22,19,AFRICA
Psychotria eminiana,107,73,AFRICA
Scleria bulbifera,104,80,AFRICA
Sporobolus micranthus,9,6,AFRICA
Tristachya lualabaensis,4,3,AFRICA
Setaria homonyma,59,29,AFRICA
Digitaria flaccida,8,7,AFRICA
Pogonarthria squarrosa,48,31,AFRICA
Urelytrum henrardii,3,3,AFRICA
Pennisetum macrourum,148,78,AFRICA
Microchloa indica,75,64,"SOUTH_AMERICA, AFRICA, ASIA, OCEANIA"
Hyparrhenia bracteata,45,35,"SOUTH_AMERICA, AFRICA"
Tristachya rehmannii,13,9,AFRICA
Xyris congensis,42,33,AFRICA
Urochloa humidicola,98,71,"OCEANIA, SOUTH_AMERICA, AFRICA"
Digitaria longiflora,346,266,"OCEANIA, SOUTH_AMERICA, AFRICA, NORTH_AMERICA, ASIA"
Acroceras macrum,25,17,AFRICA
Vernonia petersii,19,17,AFRICA
Lactuca tinctociliata,22,17,AFRICA
Vernonia daphnifolia,30,24,AFRICA
Vernonia brazzavillensis,32,23,AFRICA
Spondianthus preussii,127,53,AFRICA
Euphorbia heterophylla,440,287,"OCEANIA, SOUTH_AMERICA, NORTH_AMERICA"
Macaranga occidentalis,25,9,AFRICA
Acalypha paniculata,67,42,AFRICA
Chlorophytum leptoneurum,1,1,AFRICA
Chlorophytum zingiberastrum,12,4,AFRICA
Habenaria silvatica,5,3,AFRICA
Jasminum odoratissimum,5,4,AFRICA
Aframomum pseudostipulare,1,1,AFRICA
Phyllanthus physocarpus,48,24,AFRICA
Sacciolepis indica,354,262,OCEANIA
Eriocaulon abyssinicum,13,13,AFRICA
Ehrharta pusilla,10,3,AFRICA
Trichoneura schlechteri,4,1,AFRICA
Panicum turgidum,36,22,AFRICA
Erica areolata,2,1,AFRICA
Acanthopale confertiflora,5,5,AFRICA
Adhatoda buchholzii,80,35,AFRICA
Calycobolus heudelotii,63,39,AFRICA
Calycobolus gilgianus,21,9,AFRICA
Adhatoda tristis,37,21,AFRICA
Calycobolus petitianus,1,1,AFRICA
Anisosepalum lewallei,15,4,AFRICA
Dischistocalyx grandifolius,15,10,AFRICA
Eriocaulon parvulum,2,2,AFRICA
Mesanthemum jaegeri,3,2,AFRICA
Rhaptopetalum coriaceum,27,11,AFRICA
Leptonychia moyesiae,NA,NA,NA
Landolphia cuneifolia,8,5,AFRICA
Chamaeclitandra henriquesiana,1,1,AFRICA
Echinops gracilis,10,8,AFRICA
Digitaria diagonalis,58,42,AFRICA
Eragrostis volkensii,9,6,AFRICA
Setaria poiretiana,37,29,"SOUTH_AMERICA, AFRICA"
Annona senegalensis,298,184,"AFRICA, EUROPE"
Anthocleista procera,27,3,AFRICA
Monanthotaxis poggei,68,24,AFRICA
Scorodophloeus fischeri,8,6,AFRICA
Poa annua,231,192,"NORTH_AMERICA, OCEANIA, ASIA, EUROPE"
Zenkerella citrina,30,11,AFRICA
Brachystephanus roseus,5,2,AFRICA
Dicliptera melleri,16,13,AFRICA
Justicia biokoensis,36,14,AFRICA
Lastreopsis subsimilis,37,9,AFRICA
Plectrelminthus caudatus,39,21,AFRICA
Myrothamnus flabellifolius,32,24,AFRICA
Oldenlandia nematocaulis,8,6,AFRICA
Ruthalicia longipes,79,36,AFRICA
Vangueria micropyren,3,2,AFRICA
Oxytenanthera abyssinica,42,29,AFRICA
Rytigynia dewevrei,41,12,AFRICA
Najas marina,471,221,"NORTH_AMERICA, OCEANIA, EUROPE"
Djaloniella ypsilostyla,5,5,AFRICA
Psydrax horizontalis,87,53,AFRICA
Ixora praetermissa,50,26,AFRICA
Heterotis amplexicaulis,12,9,AFRICA
Ancistrorhynchus akeassiae,9,3,AFRICA
Psychotria mangenotii,14,12,AFRICA
Spathodea campanulata,204,141,"OCEANIA, SOUTH_AMERICA, NORTH_AMERICA, AFRICA, ASIA"
Ficus variifolia,15,12,AFRICA
Anthocleista vogelii,167,55,AFRICA
Eulophia clandestina,1,1,AFRICA
Urera gravenreuthii,8,5,AFRICA
Scorodophloeus torrei,7,3,AFRICA
Dracaena viridiflora,127,44,AFRICA
Sclerocarya birrea,107,77,AFRICA
Celosia pseudovirgata,14,5,AFRICA
Tristachya superba,19,17,AFRICA
Solanum villosum,46,38,"EUROPE, NORTH_AMERICA"
Senecio ruwenzoriensis,13,13,AFRICA
Schoenoplectiella articulata,41,32,"OCEANIA, AFRICA, ASIA"
Dioscorea sativa,NA,NA,NA
Dioscorea praehensilis,105,63,AFRICA
Dioscorea schimperiana,90,43,AFRICA
Achyrospermum africanum,12,5,AFRICA
Aeollanthus angustifolius,5,4,AFRICA
Plectranthus kamerunensis,11,8,AFRICA
Platostoma rotundifolium,60,43,AFRICA
Plectranthus occidentalis,49,33,AFRICA
Diospyros viridicans,12,8,AFRICA
Monanthotaxis pynaertii,NA,NA,NA
Friesodielsia obovata,51,39,AFRICA
Angraecum multinominatum,9,7,AFRICA
Monanthotaxis cauliflora,26,8,AFRICA
Uvaria denhardtiana,3,2,AFRICA
Monanthotaxis angustifolia,2,1,AFRICA
Monanthotaxis bicornis,7,3,AFRICA
Monanthotaxis trichocarpa,24,10,AFRICA
Schoenefeldia gracilis,93,61,AFRICA
Acmella caulirhiza,125,93,AFRICA
Adenostemma caffrum,37,29,AFRICA
Conyza attenuata,NA,NA,NA
Bidens barteri,21,13,AFRICA
Geophila repens,188,111,"SOUTH_AMERICA, OCEANIA, NORTH_AMERICA, AFRICA"
Polygala persicariifolia,71,55,"OCEANIA, AFRICA, ASIA"
Stellaria mannii,42,22,AFRICA
Alchemilla kiwuensis,25,15,AFRICA
Lychnodiscus grandifolius,42,14,AFRICA
Vittaria reekmansii,29,17,AFRICA
Vittaria isoetifolia,25,20,AFRICA
Ekebergia benguelensis,19,16,AFRICA
Ekebergia capensis,89,61,AFRICA
Entandrophragma spicatum,4,4,AFRICA
Amorphophallus consimilis,0,NA,NA
Erythrina sigmoidea,39,14,AFRICA
Baphia acuminata,53,18,AFRICA
Indigofera trita,364,254,"OCEANIA, SOUTH_AMERICA, NORTH_AMERICA, AFRICA, ASIA"
Cyperus halpan,273,204,"SOUTH_AMERICA, OCEANIA, AFRICA"
Cyperus laxus,229,131,"SOUTH_AMERICA, ASIA, OCEANIA"
Cyperus densicaespitosus,106,60,"SOUTH_AMERICA, AFRICA, NORTH_AMERICA"
Cyperus inselbergensis,2,2,AFRICA
Scleria spiciformis,49,26,AFRICA
Cola micrantha,32,16,AFRICA
Digitaria abyssinica,220,103,"OCEANIA, AFRICA, SOUTH_AMERICA, ASIA"
Dracaena haemanthioides,NA,NA,NA
Monanthotaxis buchananii,34,25,AFRICA
Vanilla africana,60,35,AFRICA
Vanilla seretii,31,16,
Centroplacus glaucinus,149,59,AFRICA
Thecacoris leptobotrya,100,50,AFRICA
Milicia excelsa,90,51,AFRICA
Monanthotaxis orophila,16,7,AFRICA
Monanthotaxis laurentii,52,19,AFRICA
Monanthotaxis oligandra,6,4,AFRICA
Pseudosabicea segregata,78,44,AFRICA
Monanthotaxis fornicata,11,7,AFRICA
Monanthotaxis faulknerae,2,2,AFRICA
Diospyros elliotii,8,5,AFRICA
Bombax costatum,29,20,AFRICA
Begonia montis-alensis,NA,NA,NA
Elaphoglossum aubertii,13,8,AFRICA
Monanthotaxis whytei,49,11,AFRICA
Monanthotaxis maputensis,21,11,AFRICA
Monanthotaxis chasei,7,3,AFRICA
Monanthotaxis foliosa,20,9,AFRICA
Persicaria glomerata,20,13,AFRICA
Aeschynomene elaphroxylon,35,21,"SOUTH_AMERICA, AFRICA"
Napoleonaea septentrionalis,7,6,AFRICA
Sansevieria forskaliana,39,12,"AFRICA, EUROPE"
Isoberlinia scheffleri,4,3,AFRICA
Napoleonaea mannii,0,NA,NA
Dracaena congoensis,55,21,AFRICA
Dracaena afromontana,112,42,AFRICA
Loxogramme latifolia,14,11,AFRICA
Napoleonaea heudelotii,6,5,AFRICA
Albertisia porcata,3,2,AFRICA
Ipomoea beninensis,2,2,AFRICA
Diospyros tricolor,14,4,AFRICA
Diospyros monbuttensis,48,35,AFRICA
Hymenostegia elegans,29,8,AFRICA
Camoensia brevicalyx,54,19,AFRICA
Gilbertiella congolana,0,NA,NA
Ancylobotrys petersiana,41,24,AFRICA
Chassalia colorata,1,1,AFRICA
Petalidium glandulosum,1,1,AFRICA
Millettia zechiana,106,46,AFRICA
Carissa spinarum,478,394,"OCEANIA, AFRICA"
Ehretia angolensis,5,3,
Commiphora mollis,18,17,AFRICA
Combretum collinum,168,113,AFRICA
Terminalia prunioides,41,36,"AFRICA, OCEANIA"
Diospyros mespiliformis,227,156,AFRICA
Euclea divinorum,88,59,AFRICA
Pseudolachnostylis maprouneifolia,92,72,AFRICA
Euphorbia tirucalli,47,37,"OCEANIA, SOUTH_AMERICA, AFRICA, ASIA"
Julbernardia pellegriniana,63,29,AFRICA
Testulea gabonensis,18,9,AFRICA
Bulbostylis pilosa,96,72,AFRICA
Pterocarpus lucens,69,38,AFRICA
Pterocarpus rotundifolius,76,55,AFRICA
Pseudarthria hookeri,215,138,AFRICA
Cola acuminata,70,45,"SOUTH_AMERICA, AFRICA"
Grewia angolensis,2,1,AFRICA
Grewia cyclopetala,2,1,AFRICA
Berchemia discolor,48,40,AFRICA
Argocoffeopsis scandens,129,43,AFRICA
Uvaria annickiae,21,7,AFRICA
Pentarrhinum abyssinicum,10,8,AFRICA
Kirkia acuminata,19,15,AFRICA
Balanites angolensis,4,3,AFRICA
Tricalysia delagoensis,18,10,AFRICA
Cayratia ibuensis,25,18,AFRICA
Cissus quadrangularis,68,53,"AFRICA, NORTH_AMERICA, SOUTH_AMERICA"
Sophora inhambanensis,13,10,AFRICA
Brachystegia spiciformis,363,211,AFRICA
Gerbera ambigua,15,11,AFRICA
Alchornea hirtella,184,94,AFRICA
Cola marsupium,66,32,AFRICA
Ancistrorhynchus straussii,18,8,AFRICA
Polystachya ramulosa,18,7,AFRICA
Stolzia elaidum,10,3,AFRICA
Bulbophyllum schinzianum,92,39,AFRICA
Listrostachys pertusa,69,35,AFRICA
Polystachya albescens,53,27,AFRICA
Polystachya polychaete,39,21,AFRICA
Protomegabaria macrophylla,31,12,AFRICA
Renealmia congoensis,33,23,AFRICA
Garcinia lucida,90,27,AFRICA
Bulbophyllum calyptratum,39,18,AFRICA
Hypselodelphys poggeana,110,58,AFRICA
Tabernaemontana letestui,78,33,AFRICA
Tristemma oreophilum,35,26,AFRICA
Garcinia volkensii,27,20,AFRICA
Tridactyle lagosensis,8,1,AFRICA
Voyria primuloides,40,21,AFRICA
Rhipidoglossum globulosocalcaratum,4,4,
Baphia maxima,40,19,AFRICA
Oncoba flagelliflora,61,29,AFRICA
Dorstenia oligogyna,10,6,AFRICA
Mapania testui,11,8,AFRICA
Nephthytis poissonii,115,57,AFRICA
Poecilocalyx stipulosa,10,7,AFRICA
Sarcophrynium prionogonium,159,81,AFRICA
Rinorea johnstonii,21,11,AFRICA
Deinbollia maxima,73,30,AFRICA
Begonia gabonensis,33,9,AFRICA
Mapania purpuriceps,12,8,AFRICA
Puelia ciliata,58,36,AFRICA
Voacanga psilocalyx,83,45,AFRICA
Begonia quadrialata,173,88,AFRICA
Dichapetalum barteri,30,13,AFRICA
Begonia sciaphila,62,30,AFRICA
Palisota hirsuta,197,109,AFRICA
Dioscorea burkilliana,34,17,AFRICA
Asplenium africanum,148,96,AFRICA
Begonia susaniae,97,16,AFRICA
Bulbophyllum nigritianum,16,6,AFRICA
Chamaeangis ichneumonea,27,13,AFRICA
Bulbophyllum saltatorium,117,50,AFRICA
Bulbophyllum intertextum,35,14,AFRICA
Bulbophyllum cochleatum,100,39,AFRICA
Pandanus candelabrum,32,19,AFRICA
Cylicodiscus gabunensis,36,19,AFRICA
Bulbophyllum carnosisepalum,5,3,AFRICA
Bertiera congolana,122,42,AFRICA
Pavetta bidentata,30,16,AFRICA
Hypselodelphys hirsuta,44,16,AFRICA
Ancistrorhynchus capitatus,114,37,AFRICA
Olax staudtii,43,22,AFRICA
Psychotria acutigemma,NA,NA,NA
Dracaena cerasifera,198,40,AFRICA
Rinorea thomasii,7,5,AFRICA
Millettia cabrae,3,1,AFRICA
Mollugo cerviana,59,38,
Sansevieria nilotica,3,3,AFRICA
Aloe bukobana,2,1,AFRICA
Aloe cryptopoda,4,3,AFRICA
Aloe nyeriensis,1,1,AFRICA
Hedythyrsus thamnoideus,143,35,AFRICA
Mitrasacmopsis quadrivalvis,58,29,AFRICA
Morinda titanophylla,58,26,AFRICA
Multidentia crassa,58,34,AFRICA
Mussaenda arcuata,347,185,AFRICA
Guaduella oblonga,32,22,AFRICA
Rhytachne glabra,15,6,AFRICA
Heterotis pobeguinii,18,4,AFRICA
Dissotis thollonii,43,24,AFRICA
Dorstenia astyanactis,12,6,AFRICA
Empogona bracteata,17,10,AFRICA
Cola angustifolia,13,8,AFRICA
Rinorea abbreviata,2,1,AFRICA
Indigofera dendroides,166,107,AFRICA
Nemum spadiceum,45,27,AFRICA
Begonia rostrata,20,11,AFRICA
Pilea angolensis,20,17,AFRICA
Pavetta lasioclada,41,15,AFRICA
Pleiocoryne fernandensis,70,30,AFRICA
Salacia pyriformis,47,28,AFRICA
Rubus fellatae,17,8,AFRICA
Eriosema triformum,4,2,AFRICA
Acalypha guineensis,11,6,AFRICA
Dioscorea togoensis,19,14,AFRICA
Uncaria talbotii,21,14,AFRICA
Aidia genipiflora,96,53,AFRICA
Tephrosia platycarpa,33,23,AFRICA
Oldenlandia echinulosa,27,18,AFRICA
Eriocoelum kerstingii,45,25,AFRICA
Panicum strictissimum,1,1,AFRICA
Alysicarpus rugosus,156,107,"AFRICA, OCEANIA, ASIA"
Sherbournia calycina,150,63,AFRICA
Trichilia emetica,192,111,AFRICA
Dactyladenia jongkindii,7,4,AFRICA
Chasmanthera dependens,52,30,AFRICA
Turraea nilotica,43,36,AFRICA
Jateorhiza palmata,8,5,AFRICA
Trichilia capitata,33,26,AFRICA
Tiliacora funifera,31,19,AFRICA
Panicum dregeanum,47,29,AFRICA
Oldenlandia angolensis,100,39,AFRICA
Oldenlandia goreensis,298,123,AFRICA
Dorstenia holstii,1,1,AFRICA
Dorstenia psilurus,69,41,AFRICA
Dorstenia variifolia,1,1,AFRICA
Ficus abutilifolia,44,32,AFRICA
Oldenlandia nervosa,49,23,AFRICA
Oldenlandia oxycoccoides,1,1,AFRICA
Oldenlandia fastigiata,17,15,AFRICA
Otiophora angustifolia,3,2,AFRICA
Otiophora inyangana,11,5,AFRICA
Oxyanthus pallidus,76,38,AFRICA
Crotonogyne poggei,114,55,AFRICA
Ficus bussei,12,8,AFRICA
Ficus capreifolia,47,29,AFRICA
Ficus fischeri,3,3,AFRICA
Ficus ingens,120,79,AFRICA
Ficus sycomorus,188,121,AFRICA
Ficus thonningii,144,105,"AFRICA, SOUTH_AMERICA"
Erica bredasiana,2,1,AFRICA
Erica rigidula,10,6,AFRICA
Myrianthus arboreus,151,53,AFRICA
Myrianthus holstii,31,16,AFRICA
Scyphosyce pandurata,2,2,AFRICA
Psilotum triquetrum,237,181,"NORTH_AMERICA, OCEANIA, SOUTH_AMERICA"
Cephalosphaera usambarensis,5,1,AFRICA
Embelia schimperi,65,34,AFRICA
Embelia multiflora,10,7,AFRICA
Embelia rowlandii,7,5,AFRICA
Embelia xylocarpa,8,7,AFRICA
Myrsine africana,10,9,AFRICA
Commicarpus plumbagineus,49,38,AFRICA
Brasenia schreberi,137,77,"OCEANIA, NORTH_AMERICA, SOUTH_AMERICA, AFRICA"
Dichapetalum mathisii,34,14,AFRICA
Nymphaea nouchalii,211,146,"OCEANIA, SOUTH_AMERICA, AFRICA, EUROPE, ASIA"
Nymphaea maculata,43,29,AFRICA
Ochna holtzii,7,7,AFRICA
Ochna arborea,7,4,AFRICA
Syzygium cordatum,59,48,AFRICA
Napoleonaea leonensis,34,16,AFRICA
Plectranthus decurrens,34,20,AFRICA
Chassalia ischnophylla,55,34,AFRICA
Parapentas setigera,160,84,AFRICA
Psychotria le-testui,25,18,AFRICA
Pseudosabicea aurifodinae,25,12,AFRICA
Pseudosabicea floribunda,67,37,AFRICA
Tricalysia ferorum,6,2,AFRICA
Pseudosabicea proselyta,32,17,AFRICA
Trachystigma mannii,6,4,AFRICA
Pentaloncha humilis,38,17,AFRICA
Lasianthus urophylloides,11,6,AFRICA
Psychotria calceata,34,19,AFRICA
Impatiens hians,58,34,AFRICA
Psychotria rambouensis,10,9,AFRICA
Sabicea venosa,90,49,AFRICA
Sabicea urceolata,3,NA,NA
Ixora macilenta,23,14,AFRICA
Sciaphila ledermannii,9,8,AFRICA
Psychotria avakubiensis,95,59,AFRICA
Psychotria clausa,NA,NA,NA
Impatiens palpebrata,37,19,AFRICA
Sabicea duparquetiana,40,23,AFRICA
Sabicea dinklagei,54,33,AFRICA
Pavetta spathulata,14,9,AFRICA
Campylosiphon congestus,26,18,AFRICA
Hymenocoleus barbatus,14,8,AFRICA
Pauridiantha triflora,5,1,AFRICA
Psydrax acutiflora,53,31,AFRICA
Hymenocoleus libericus,44,19,AFRICA
Hugonia micans,54,27,AFRICA
Pavetta batesiana,8,6,AFRICA
Psychotria dermatophylla,129,49,AFRICA
Psydrax palma,55,27,AFRICA
Dischistocalyx champluvieranus,6,2,AFRICA
Coelachne africana,21,14,AFRICA
Begonia atroglandulosa,29,15,AFRICA
Bertiera lanx,5,4,AFRICA
Chassalia sosefii,57,28,AFRICA
Psychotria rubristipulata,15,12,AFRICA
Dacryodes buettneri,88,42,AFRICA
Spermacoce exilis,224,142,"OCEANIA, NORTH_AMERICA, AFRICA, ASIA, SOUTH_AMERICA"
Afrostyrax lepidophyllus,74,37,AFRICA
Impatiens pseudomacroptera,12,3,AFRICA
Chassalia corallifera,94,46,AFRICA
Oxyanthus schumannianus,98,43,AFRICA
Psychotria saccata,NA,NA,NA
Bertiera globiceps,60,39,AFRICA
Chassalia vanderystii,49,24,AFRICA
Chazaliella parviflora,10,9,AFRICA
Sabicea mollis,23,13,AFRICA
Empogona gossweileri,102,47,AFRICA
Ocotea michelsonii,20,9,AFRICA
Diospyros mannii,121,54,AFRICA
Sabicea schumanniana,8,6,AFRICA
Pauridiantha liebrechtsiana,143,37,AFRICA
Pavetta candelabra,63,22,AFRICA
Vangueriella glabrescens,3,2,AFRICA
Psychotria anetoclada,116,52,AFRICA
Rytigynia rubra,22,11,AFRICA
Psychotria recurva,3,2,AFRICA
Psychotria peduncularis,376,232,AFRICA
Psychotria nigerica,10,7,AFRICA
Mussaenda epiphytica,3,3,AFRICA
Oncoba ovalis,8,5,AFRICA
Impatiens letouzeyi,1,1,AFRICA
Impatiens mannii,81,46,AFRICA
Oxyanthus okuensis,6,3,AFRICA
Rutidea rufipilis,18,9,AFRICA
Psychotria arborea,11,6,AFRICA
Trichostachys petiolata,3,2,AFRICA
Rutidea hispida,39,22,AFRICA
Penianthus camerounensis,10,5,AFRICA
Chassalia etugeana,NA,NA,NA
Diodia serrulata,70,33,"NORTH_AMERICA, AFRICA"
Ardisia atrobullata,3,2,AFRICA
Psychotria fernandopoensis,2,2,AFRICA
Ardisia dolichocalyx,17,9,AFRICA
Psychotria cornuta,12,10,AFRICA
